,No-show
19784,0
1976,0
13032,0
83445,0
81022,0
88523,1
74411,0
26150,0
20643,0
16451,0
32917,0
102699,0
47887,0
101851,0
2221,0
104842,0
58348,0
59913,0
105857,0
93181,0
45914,0
83621,1
23902,0
46874,0
82242,1
22137,0
107221,0
48491,1
42572,0
20750,0
45418,0
10570,0
91503,0
86172,0
3945,0
86463,0
73863,0
47473,0
107926,0
7893,0
8434,0
87129,0
44619,0
102902,0
14442,0
49239,0
30004,0
89717,1
98898,0
73962,1
98997,0
36960,0
65779,1
96094,0
94038,0
23511,1
18349,0
92161,0
8253,0
32465,0
3347,0
77962,0
17308,0
7103,0
41970,0
53810,1
68374,0
8850,0
59092,0
6839,0
67920,1
18410,1
39367,0
107058,1
37194,0
94774,0
73559,0
11581,0
76164,0
4649,1
77748,0
52454,0
27923,1
22963,0
1827,0
37664,0
30697,1
104050,1
106153,0
24828,0
4277,0
108427,0
103661,0
10249,1
5507,0
93911,0
66124,0
98467,0
45551,0
107778,0
50047,0
51919,0
3305,0
76945,0
65347,0
20841,0
65484,0
52847,0
103814,0
33686,0
55074,0
22738,1
44052,0
72399,1
30645,0
95531,1
50747,0
9546,1
83436,0
51276,0
100491,0
67368,0
55929,0
49030,0
94508,1
93779,0
31595,0
86362,0
4239,0
10727,0
23837,0
75645,1
18971,0
56540,0
25774,0
54540,1
74821,0
96476,0
28844,0
89449,1
39121,0
61346,0
83994,0
38776,1
51027,0
60915,0
49707,0
83371,0
63787,0
11974,0
39976,0
95574,0
71333,0
9762,0
70915,0
96165,0
93389,0
39665,1
10415,0
73025,0
11114,0
28571,0
47638,0
89374,0
98910,0
96552,0
102689,0
37103,1
40796,0
89052,1
87761,0
80681,0
992,1
45836,1
6768,0
65521,1
24137,0
25163,1
33407,0
92593,1
103832,0
48557,0
84925,0
84459,1
40922,1
79751,0
18796,0
31149,0
24622,0
7918,0
17625,0
45522,1
59023,0
22540,0
22121,0
95260,0
99511,0
47316,1
101035,0
13623,0
4344,0
102213,0
8081,0
94990,0
47296,0
78516,0
15884,0
51286,0
20225,0
67110,0
72068,0
93914,0
75286,0
43499,0
74570,0
102821,1
27890,0
32544,0
46348,0
33250,0
69232,1
78458,0
79939,0
87605,1
47758,0
54426,0
80442,1
101869,1
24613,1
14162,0
40390,0
31051,0
55405,1
17960,1
8570,1
65564,0
110483,0
37884,0
104650,0
21457,0
37492,0
14557,0
38496,0
84067,1
62557,0
100673,0
109467,0
106160,1
86709,0
91495,0
28795,0
23411,1
62408,0
101881,0
75476,0
59140,0
5498,1
75669,1
37030,0
9593,0
72979,1
82843,1
82615,0
6761,0
69252,1
53411,1
94548,0
45489,0
98285,0
43559,0
82014,0
67754,0
40282,0
80315,1
66613,0
105328,0
95698,0
84476,0
79067,0
90114,0
18249,0
541,0
91141,0
90748,0
67253,0
104859,0
36200,0
36098,0
39451,0
96980,0
51148,0
29922,0
34654,1
62399,0
47041,1
22090,0
51124,0
97361,0
62684,0
21028,0
59673,0
59120,0
92575,0
53386,0
29438,0
57351,0
72606,0
7475,1
52094,1
31680,0
42078,0
80730,1
9390,1
101247,1
6965,0
48475,0
104449,1
75816,0
67396,0
43666,0
71716,0
69266,0
5471,0
60471,1
31287,0
86664,0
95370,1
47479,0
37869,0
18260,0
45929,1
70909,0
16440,0
31792,0
106917,0
67509,0
57537,1
12503,0
11479,1
108898,0
30700,0
103730,0
91724,0
6335,0
39942,0
12970,0
91047,1
17256,0
93120,0
5540,0
63159,0
87498,0
4189,0
31704,0
19491,1
86051,0
102708,0
83756,0
72937,0
12901,0
20286,0
40352,1
30659,1
35282,0
2573,0
44741,0
14900,1
48872,0
93347,0
53689,0
69839,1
34046,0
86097,1
38982,1
71809,0
10456,0
72145,0
97824,0
64969,0
51220,0
52037,1
8383,0
102703,0
66901,0
109214,0
91544,1
15376,1
73093,0
35279,0
66702,0
55315,1
88552,0
7161,0
1524,0
66068,0
38203,0
93603,0
103523,0
109181,0
85793,1
12473,0
26228,0
92071,0
82834,1
89594,0
63514,0
19672,0
66296,0
88664,0
1744,0
4976,0
7749,0
57658,0
107231,0
108567,0
21303,0
88969,1
98060,0
769,1
50153,0
73042,1
66915,0
76145,0
24506,0
27133,0
24782,0
73151,0
85933,0
47534,0
71550,0
110056,0
109832,0
51233,1
74602,0
14650,0
87997,0
12370,0
102575,0
79207,0
97398,0
30862,1
61447,1
32719,0
105773,0
17116,0
51990,0
13066,1
67040,0
100838,0
34001,0
43595,1
79559,0
10438,0
93755,0
107869,0
57222,0
76652,0
1937,0
106271,0
58917,0
64314,0
49015,0
65637,0
86847,0
14586,0
40609,0
36778,1
8246,0
5368,0
97358,0
69062,0
29986,0
46600,1
53925,0
30005,0
22685,0
105196,0
62387,1
36325,1
46220,0
3188,0
38849,0
87606,0
46008,0
73704,0
74746,0
101202,0
14439,0
22619,0
73699,0
79169,1
74957,0
31761,0
45430,0
69896,1
69432,0
36139,0
35159,0
28625,0
45318,0
75101,0
68696,0
23798,0
15732,0
83104,1
23637,0
65008,0
49900,1
22680,0
38178,0
65369,0
23500,0
100187,0
54386,1
11566,0
67454,0
54543,0
58409,0
37471,0
1749,0
63538,0
74815,0
30362,0
61479,0
90357,0
106493,0
26270,0
78994,1
75027,0
56463,1
582,1
5246,0
13503,0
1424,0
55977,1
50593,0
8042,0
70494,1
70968,0
75990,0
96825,1
46667,0
43172,1
98281,0
84384,0
84721,1
10817,0
89302,0
38337,1
54077,0
27888,0
50226,0
70897,0
96993,0
96226,0
97831,0
51647,0
27759,0
45674,0
23743,0
99328,1
25677,0
32838,0
93692,0
50500,0
7035,0
16770,1
24155,0
15671,0
98041,1
45808,0
21737,0
71325,0
74487,0
3874,1
74594,0
83493,0
75907,0
2971,0
16667,0
90544,0
28193,0
38537,0
68930,0
79838,0
109088,0
101409,0
88338,0
11344,0
89002,0
45094,0
58243,1
62832,1
89212,0
72784,0
92122,0
60717,0
104112,0
13103,0
12354,0
48228,0
29315,0
99605,0
103122,1
76220,0
42499,0
51054,0
104234,0
49138,0
74664,0
9020,0
24505,0
69291,1
6385,0
57647,1
4462,0
40287,0
90713,0
29276,0
56294,1
31129,1
36039,0
7562,1
35480,0
53913,0
57586,0
31228,1
48994,0
48125,0
88110,0
82853,1
23201,0
53063,0
57189,1
80161,0
42295,0
57752,0
105871,1
57021,0
3193,0
7685,0
51616,0
75976,0
90143,0
9215,0
44966,0
48349,0
17385,1
105722,0
59112,0
77898,0
37288,1
81090,0
15653,1
66231,1
94708,0
74129,1
92129,0
31236,0
12051,0
63435,0
72065,0
72661,0
10697,0
39382,0
38524,1
27148,0
41234,0
36703,0
18890,0
87774,0
73949,0
90015,0
30762,0
81084,0
78302,0
23452,1
99912,1
49227,0
7342,0
78321,0
69074,0
94813,1
78441,0
15562,0
26701,0
8892,0
99117,0
33509,0
46652,0
17110,0
36207,0
106916,1
6886,0
98747,0
41938,0
71080,0
16970,1
76297,1
84316,0
77797,0
95765,0
42080,0
103792,0
28455,1
9392,0
37841,0
70037,1
85789,1
7978,0
14604,0
109770,0
49870,0
100136,0
44035,0
57225,0
65576,0
55355,0
29446,0
108447,0
93981,0
107956,0
38193,0
25578,0
108436,0
10850,0
38103,0
4269,1
81312,0
31193,1
41654,0
63701,0
55139,0
19245,0
7757,1
64238,0
93886,0
74561,0
830,0
74217,0
11595,0
41675,0
87793,0
4559,1
14038,0
74040,0
5816,0
32273,0
24265,0
78531,0
30629,0
23065,0
44675,1
101661,0
39736,0
68687,0
22813,0
29317,0
87185,0
91202,0
66080,0
50010,0
52930,0
505,1
47345,0
65213,0
105114,0
25056,1
42999,0
48171,0
6227,1
85992,0
3589,0
67246,0
77521,0
73595,0
49226,0
65424,0
78595,0
90921,1
55437,0
84089,1
109528,1
40324,1
32879,1
28189,0
32028,1
67424,0
100179,0
2146,1
107776,0
47428,1
23337,0
22020,0
63289,0
8940,0
4080,0
13597,0
26846,0
29556,0
59432,0
79148,0
56376,0
96214,0
78867,0
92580,0
47841,1
19885,0
88141,1
82324,0
30836,0
15416,0
60408,0
56825,1
15640,0
27461,0
72764,0
16678,0
81443,0
88376,0
10332,0
47980,0
7991,0
65855,0
23009,0
66190,0
34097,0
21462,0
31103,0
79390,0
25464,0
83753,0
91916,1
88712,1
92941,1
64308,0
36507,0
77715,0
90136,0
19067,0
25478,0
33665,0
24363,0
51509,0
18388,0
89816,0
94625,0
15723,1
17563,0
27880,0
56623,0
105860,0
53717,1
100070,0
67269,0
46236,1
84570,1
30706,0
10645,0
81408,1
17631,0
38105,0
39622,0
28800,0
54585,0
27999,1
105279,0
22210,0
80210,1
40523,1
72886,0
100091,0
67561,0
56438,0
8741,1
8114,1
72318,1
30723,1
12336,0
49865,0
91137,0
19864,1
76845,0
103767,1
35471,0
87316,0
37451,0
46694,0
48471,0
47384,0
64774,0
50556,0
62021,0
43689,0
19693,0
68081,0
5111,0
61980,0
60729,0
101229,0
27356,0
16618,1
22861,1
14647,0
3894,0
79072,0
95871,0
73262,0
53767,0
58365,0
110251,0
17062,0
73131,1
41834,1
22860,0
77753,1
36385,0
17559,0
78088,0
67086,0
71621,0
73635,0
76149,0
41621,0
40127,0
42552,0
20717,0
71367,0
46877,1
84533,0
77311,1
106198,0
33863,0
4724,0
55502,1
89511,0
64744,1
15658,0
33669,0
37542,0
79288,0
2251,0
85605,0
24496,0
56275,0
75754,0
68766,0
38681,0
30219,0
55660,0
27040,0
44433,0
24072,0
82164,1
86221,0
91927,0
89575,0
39812,0
26568,0
66006,1
36082,0
19651,0
14855,0
8104,0
4324,0
30904,1
88551,0
100261,0
97451,0
61503,0
89234,0
106555,0
36191,0
100582,0
72827,0
68852,1
58431,1
106756,0
103027,0
63802,0
101570,0
99494,0
61091,1
14546,0
89098,0
64737,0
6731,0
49187,0
110455,0
28241,1
29271,0
55191,0
55790,0
75592,1
80162,1
71662,0
28497,0
67605,0
2586,0
95515,0
68570,0
37778,0
90600,0
47092,1
64286,0
5465,0
12198,0
110233,0
96636,0
72686,1
78485,0
101291,1
37660,0
48919,0
47332,0
55517,0
10061,1
22404,0
16503,0
51817,0
11420,0
78775,0
97077,0
79366,0
86284,0
18879,1
15056,1
102627,0
2490,0
80378,1
42584,0
42602,1
108174,0
89050,0
17221,0
32768,0
66527,0
12479,1
72254,1
92251,0
65751,0
97969,1
8343,0
104694,0
78954,0
6988,1
17511,0
6446,0
12366,0
42044,0
36682,0
55235,1
26470,0
73767,0
64273,0
22417,0
45549,0
14547,0
54348,0
73069,0
103353,0
18110,0
87275,0
84343,0
13480,1
77610,1
58373,1
13680,0
1272,0
66088,0
93450,0
37421,1
102921,0
28763,1
24048,0
82710,0
69622,0
28201,0
79473,1
99499,0
22914,0
35070,0
79746,0
56034,1
4287,0
52528,0
103109,0
42075,0
51649,0
82928,0
8257,1
82347,0
92256,1
33367,0
32421,1
47432,0
7529,0
6667,0
26494,0
72717,1
40300,1
70539,1
43576,1
79046,0
64613,0
21056,0
100060,0
4036,0
60703,0
59209,1
47988,0
71082,0
90334,1
69511,1
72414,0
31567,0
30129,1
15274,0
21100,0
43302,0
76061,0
24799,0
93092,1
8413,0
30151,0
94008,0
43427,1
24418,0
63371,0
40936,0
4070,0
2676,0
95820,0
75220,0
91217,0
91892,0
81809,0
11056,0
32532,0
88894,0
48762,0
29747,0
57551,0
46441,1
81914,0
7660,0
93959,1
71215,0
26131,0
56126,1
26648,0
20625,1
22867,0
78327,0
98287,0
81158,0
93327,0
4220,0
24718,0
31955,0
87021,0
99399,0
65640,0
59688,0
17319,0
11280,0
18805,1
62389,0
11155,0
30648,0
38586,0
55287,0
96774,0
60784,0
7700,0
78592,0
22800,0
108623,0
60272,1
53238,0
32616,0
93095,1
79402,1
17880,0
28480,0
34115,1
46081,1
86860,0
36654,1
43289,0
3924,0
81397,0
109661,0
35415,1
61818,1
97308,0
98575,0
65773,0
102678,0
82111,1
98897,0
58328,1
67753,0
77152,0
23543,0
62131,0
23595,1
13717,0
43655,0
18990,0
97530,0
95274,0
42509,0
50539,0
17520,1
69473,0
68872,0
29469,0
59116,0
39887,0
14472,0
44209,0
89301,1
99268,0
24752,0
92087,0
95036,0
2565,0
5259,0
99375,0
44721,0
65270,0
39936,0
1878,0
18493,0
69196,0
49090,1
98126,1
103053,1
55003,1
45377,0
93051,0
68437,0
90484,0
74827,0
108443,0
33128,0
4109,0
97448,0
79229,0
45122,0
25020,0
41787,0
62839,0
58611,1
73039,0
89997,0
68629,0
96815,0
35882,0
100190,0
98605,0
17997,1
1909,0
83679,0
56488,0
37592,0
46795,1
53379,0
38551,0
83076,0
86697,0
98983,1
96559,0
96326,0
15126,1
29518,0
77161,0
109140,0
51206,0
56410,0
10353,0
12691,0
12290,0
77331,0
99493,0
39265,1
86811,1
1768,0
109567,0
72406,0
22256,0
86437,1
84644,0
95413,0
100528,0
55128,0
97067,0
77136,0
27667,0
35498,1
78058,0
90222,0
54781,0
40537,0
59330,0
92438,0
34459,0
65128,0
17627,1
76161,1
18409,0
74343,0
14441,0
17988,0
14185,1
21834,0
23329,0
84226,0
99867,0
83571,0
108882,1
110521,0
48640,0
35120,0
79608,0
39189,0
102880,0
15582,0
91176,0
48180,0
57215,0
85972,0
87872,0
88165,0
103470,0
295,0
62973,0
81849,0
58096,0
66633,0
26944,0
52009,0
10792,0
27417,0
36567,0
78144,0
100753,0
9968,0
55791,1
14803,0
106743,0
47483,1
44555,1
33255,0
12506,1
14141,0
81758,1
66990,0
36704,1
27839,0
86270,0
71438,0
91912,0
58229,0
94429,0
69462,1
103505,0
99159,1
25522,1
103259,0
46333,0
60071,0
92505,0
80760,0
94240,0
89046,0
26437,1
5076,1
49068,0
24787,0
4954,0
85204,0
96268,1
72298,0
69142,0
40847,0
83868,1
56726,0
99390,0
48088,0
14508,0
11396,0
9566,1
22568,0
15346,0
77169,0
56612,0
103448,0
56429,0
11378,1
105999,0
33424,1
68773,1
100948,0
73221,0
11000,0
85997,0
13848,1
16681,1
40053,0
43341,0
87064,0
18525,0
109527,0
19441,1
77208,0
25407,0
13796,0
51111,1
36352,0
36715,0
21353,1
11126,0
71781,1
59560,0
108130,0
29088,0
50383,0
7288,0
18235,0
77825,0
44331,0
65924,0
5436,0
91136,0
81994,1
69626,0
41498,0
24282,0
61504,0
74341,1
22865,0
32999,1
80404,0
1172,0
76756,1
28596,0
36218,0
57297,0
89393,0
76363,0
29014,0
43377,0
69489,1
72871,0
97428,0
47342,0
74169,0
50059,0
66680,0
71640,0
67927,1
47344,0
63029,0
69971,0
98134,1
87040,0
62080,0
32324,0
71057,0
109696,0
71371,0
89316,0
13456,0
13499,0
93268,0
33135,0
33166,0
45887,0
26825,1
90154,0
69707,0
106383,0
64484,0
105186,0
97624,0
55353,0
17467,1
65918,0
46971,0
85975,1
104036,0
80189,0
54695,0
37685,0
73788,0
17535,1
8305,0
37805,0
54832,0
63232,0
82491,0
46586,0
92535,0
76471,0
88117,0
53882,0
53931,0
8416,0
5024,0
75425,1
45636,0
26615,0
77649,0
30076,0
10779,0
4945,0
23430,1
9078,0
5811,0
51521,0
83318,0
73975,0
7824,0
89170,0
61933,0
21764,1
61737,0
64217,1
64597,0
28846,0
74485,1
31274,1
39912,0
73632,0
67062,1
110324,0
16216,1
70629,0
58825,1
11625,0
101887,1
17413,0
46163,0
35214,0
61844,0
27498,1
81643,1
94085,0
5831,0
56689,1
110431,1
19564,0
67759,0
1854,0
49388,0
30395,0
38656,0
429,1
8708,1
64245,0
23617,0
34524,0
75730,0
45882,1
36717,0
106393,0
24382,0
52149,0
12522,0
100015,1
88623,1
1638,0
99141,0
55909,0
17826,0
103799,0
37554,0
28363,0
31641,0
90580,0
101690,0
44691,0
5032,0
22803,0
70896,0
49839,0
61256,0
4173,0
49009,0
100290,0
46078,0
64533,0
54403,0
110029,1
15287,0
19168,0
99455,0
38087,0
106375,0
107619,0
49676,0
7687,0
7837,0
64203,1
27582,0
92583,0
81833,0
87260,1
31859,0
91214,0
86623,1
11451,0
83719,0
26256,1
59113,0
109308,1
59978,0
28093,0
67681,0
21274,0
96025,0
68018,0
107591,0
60798,0
33034,0
22845,0
99060,0
73111,0
84426,0
9711,0
59556,1
67873,1
75377,0
76793,0
75397,1
21456,0
33094,1
92460,0
91607,0
91743,0
109270,0
53665,0
15403,1
43837,0
88474,0
96034,0
33557,0
7028,0
33449,0
62241,0
87096,0
78860,1
42487,0
98105,0
21643,0
2907,0
54428,0
61386,0
92138,0
109547,0
60616,0
55228,0
107563,0
18998,0
81015,1
92670,1
99395,0
26269,0
25021,0
11014,0
46724,0
39397,1
76091,0
26879,0
43945,0
50409,0
48418,1
110025,1
93633,0
52250,0
1021,0
34075,1
45478,1
41100,0
53061,0
71998,1
24326,1
94688,0
53577,0
45696,0
54100,0
15666,1
28462,0
55753,0
13320,0
98043,0
6912,1
65136,0
93681,1
67706,0
46427,0
73609,0
69803,0
48342,0
19823,1
16573,0
32666,0
43386,0
9827,0
8991,0
56964,1
6084,0
51602,0
87490,0
34862,0
21105,0
78621,0
20718,0
62913,0
108792,0
103862,1
3891,1
104634,0
7115,0
97243,0
91447,0
15326,0
107895,0
87181,0
92555,0
70685,1
89640,0
78423,0
35331,1
31860,0
87919,1
98874,0
94633,0
100333,0
27396,0
106718,0
74766,1
79308,0
34849,0
39774,0
44448,1
86390,0
37595,0
100671,0
35205,0
37223,0
9889,1
78401,0
32173,0
86660,0
58233,0
100320,0
7559,0
106196,0
81544,0
6827,0
23921,0
33443,1
41583,0
55338,0
108749,1
51012,0
50928,0
20993,0
8523,0
3260,0
105341,0
65244,0
96331,0
16058,0
10755,1
34370,0
102711,0
81122,1
98108,1
52824,0
29293,0
46245,0
51321,0
67579,0
99908,1
89768,0
109666,1
92445,1
4202,0
50607,0
35725,1
59896,1
39011,0
16790,0
38621,0
63554,1
23887,1
101404,0
49653,0
83325,0
108291,0
56407,0
28645,0
41320,0
28064,1
35038,0
101849,0
71172,0
10059,0
10922,0
108258,1
104808,0
11370,1
41778,0
20742,0
93237,0
11689,0
40657,0
15916,0
75765,0
57709,0
21913,0
42804,1
39632,0
65247,1
48064,0
97678,1
110126,0
46033,0
35525,1
17956,0
59017,0
43648,0
97515,1
63333,0
40884,0
15642,0
50061,0
87745,0
24767,0
18478,0
61162,1
25131,0
107900,0
11507,0
6315,0
23956,0
91879,0
25782,0
59487,0
99957,0
95643,0
61149,0
64367,0
103665,0
28043,1
97481,1
32202,1
88783,0
75920,0
29559,1
105335,0
45921,0
15936,0
102874,0
58951,0
60228,0
4062,1
23904,0
10211,0
433,1
8719,0
40052,0
88797,0
59445,1
18116,0
45957,0
72341,1
32992,0
20942,0
96749,0
37443,1
90781,0
92345,1
29225,0
7206,0
28095,0
86204,0
14294,0
103649,1
100905,0
45496,0
67984,0
101448,1
26369,0
97597,1
89990,0
9340,0
38444,0
79256,0
43360,1
103844,0
83263,0
87571,1
37455,0
18047,1
103401,0
17165,1
92411,0
99647,0
86808,1
43095,0
4615,1
42860,0
41070,0
16392,1
101091,0
17414,1
18978,0
90162,0
67132,0
11299,0
23945,0
69287,1
58263,0
33654,0
6379,0
100804,0
12163,1
104323,0
39005,1
96159,0
2657,0
57504,0
84685,1
39377,0
74995,0
68065,0
63347,0
50753,0
44952,1
77817,0
13274,0
62362,1
20325,0
21425,0
64437,0
40090,0
100803,0
21625,0
78169,0
5304,1
59752,0
40070,0
837,0
67179,1
79933,1
68477,1
79183,0
14535,0
108305,0
63395,0
86062,1
109443,0
76923,0
27533,0
68525,0
87261,0
56485,1
22435,0
42727,0
26153,0
80753,0
43997,0
43967,0
105702,0
31438,0
66370,0
102539,0
48438,0
34740,0
22307,1
95296,0
82067,0
36604,0
93106,1
102451,0
72619,0
30293,0
68236,0
94112,0
27266,1
24121,0
67448,0
24232,0
86721,0
63460,0
83153,0
8327,1
102673,0
95005,1
2806,0
44384,0
10951,0
37891,0
19284,0
31107,0
72689,0
60779,1
26849,0
49644,0
33962,1
6002,0
38034,0
73956,1
68416,0
40334,0
28414,0
98805,0
61308,0
105651,0
45096,0
83883,1
55554,0
17113,1
68611,0
80583,1
28272,1
62524,1
93655,0
78703,1
87356,0
88210,0
96950,0
78068,0
61121,0
8985,0
110346,0
41326,0
45739,0
50249,0
38737,0
78968,0
64593,0
105591,0
52916,0
87353,1
73066,0
50795,0
72517,1
15183,0
3971,0
8732,0
58615,0
3993,1
106234,0
36350,0
83661,0
42645,1
25440,0
71169,0
12126,0
52673,0
101620,0
39442,0
95114,0
106647,0
18042,0
94562,0
79314,1
50651,1
24239,1
82523,0
41514,1
11186,0
95551,1
83589,0
66097,1
6815,0
97917,0
27993,0
64464,0
62391,0
99840,0
21574,0
84566,0
13040,0
84042,0
43794,0
56587,0
33276,1
233,0
66415,0
62888,0
80108,1
82957,0
85305,0
22711,0
74161,0
43336,0
78728,0
38530,0
87505,0
43870,0
50793,0
59603,0
9227,0
74126,0
86969,1
38904,0
37520,0
12262,0
63506,0
26284,0
7472,0
44732,0
108600,0
52153,0
42029,0
85120,1
82049,0
42550,1
68666,0
56165,0
45100,0
62272,0
24204,1
107676,0
81606,0
64434,0
25463,1
39903,0
80228,1
60831,0
55333,0
76031,0
80564,1
72314,0
13942,1
94137,0
45959,0
29584,0
34371,0
41003,0
68094,0
94027,0
57246,0
27701,1
82232,0
84024,0
56352,0
91123,0
67636,0
38680,0
100404,0
103168,0
72763,0
100765,0
85803,0
75029,0
108728,0
19379,1
72776,1
12969,1
19409,0
37409,0
76426,0
59181,0
44693,0
34941,0
99931,0
40767,0
69205,0
70181,0
14991,0
88666,0
106844,0
57891,1
109813,0
110522,0
1541,0
15473,0
72625,0
46177,0
61857,0
7085,0
92801,0
31897,1
33161,0
86757,0
107172,0
53359,0
55072,0
41773,1
84001,1
33342,0
3766,0
108854,0
23556,1
66189,0
36060,0
82150,0
28194,0
93287,0
474,1
46714,0
109667,0
81222,0
41301,0
79535,1
40254,0
95928,1
44926,0
9062,0
21057,0
78005,0
50491,0
89422,0
40850,0
62751,0
99132,0
13644,0
27539,0
70664,1
100737,0
61684,0
94068,1
23022,1
41983,0
9217,0
5673,1
105244,0
24806,0
54618,0
26112,0
76013,0
8933,0
14837,1
55256,0
18436,1
70885,0
31498,0
69582,0
55412,0
15062,0
101717,0
12662,0
97671,0
89902,1
95001,0
53809,0
2849,0
56786,0
64373,0
49385,0
69704,0
37948,0
40468,1
4148,0
65493,0
67050,0
101220,0
45177,0
45781,0
57509,0
25770,0
10673,0
74928,0
98563,0
39310,0
92767,0
74799,0
66361,0
33444,0
77286,0
98917,0
107899,1
71901,1
77918,0
42116,0
85830,0
21313,1
80991,1
12821,0
95474,0
2159,0
14206,0
21320,0
100064,0
57212,1
19875,0
31517,1
103232,0
101572,0
67342,0
31661,0
104811,0
101,0
71199,0
4101,0
88047,1
72049,0
96470,0
108620,0
30042,0
33582,0
5391,0
24658,0
49334,0
566,0
2125,0
95049,0
22657,1
57869,0
33503,0
82925,0
39061,0
80865,0
7350,0
37607,0
53520,0
81831,0
27591,0
5867,0
105350,0
8964,0
77834,0
37287,0
57263,0
56470,1
84987,0
67327,0
82046,0
91333,1
48299,0
80587,0
67528,1
2663,1
93941,0
5500,0
93334,0
106612,0
16300,0
56958,1
19083,0
97467,1
60661,0
56634,1
104961,1
2295,0
104210,0
2901,0
95369,0
78151,0
61104,0
83554,0
44510,0
103537,0
67005,1
43742,0
42803,0
77272,0
60619,0
76856,1
104614,0
65929,0
38560,0
42880,0
108324,0
15718,0
93102,0
86639,0
5743,0
68715,1
71050,0
16405,0
33850,1
60656,1
39987,0
71925,1
45713,0
80035,0
18937,0
62829,0
48250,1
75398,0
39324,1
58464,0
84496,0
57656,0
99949,1
34268,0
75565,1
39109,0
81724,1
77872,0
20173,1
94190,0
3949,0
68883,0
84397,0
15897,1
97416,1
37961,0
50995,0
13176,0
23719,0
88711,1
15867,0
56185,1
53652,0
62599,1
23121,0
78119,0
25182,0
72087,0
56074,1
66787,0
52101,0
24475,0
105439,1
40050,0
102716,0
4605,0
46639,0
48340,0
26649,0
72847,0
18150,0
98781,1
62679,0
71859,0
110449,0
1886,0
19487,0
37809,0
21553,0
56238,0
101053,0
41994,0
47488,0
54325,0
23030,0
12435,0
47604,1
39239,0
83489,0
31239,0
45741,0
52458,0
29836,0
26809,0
79561,0
76627,0
8787,1
87753,1
78200,0
72468,0
28132,1
106625,0
71548,0
106906,0
96895,0
86559,0
87502,0
108024,0
100633,0
31637,0
99179,0
30498,0
4557,0
56773,0
77855,0
14959,1
85948,0
93625,0
84967,0
86246,0
66488,1
67496,0
80393,0
18862,0
27316,0
94306,1
88773,0
42816,0
106489,0
60301,0
97737,0
74512,0
90301,0
96592,0
88907,0
615,1
88648,0
43169,0
16376,0
13298,1
4149,1
72996,1
84801,0
38274,0
77944,0
7353,0
93938,0
55860,1
55090,1
99982,0
14869,1
17207,0
72338,1
94273,0
54010,0
104342,0
71904,0
159,0
94603,0
47168,1
75020,0
62863,0
96276,1
22925,0
77322,0
44168,0
80841,0
34955,1
86118,0
9542,0
75792,1
56893,0
60674,0
88422,0
37688,0
14839,0
43918,0
75832,0
88,0
96703,0
89942,0
54696,0
15229,0
86066,0
37438,1
109494,0
91081,0
38624,1
25505,0
25955,0
61830,0
29242,0
39971,0
32871,0
87941,0
4447,0
32514,0
109967,0
27258,1
43179,0
7459,0
45690,1
22911,0
94635,0
86643,0
70708,1
4934,0
101840,0
1109,0
13435,0
42387,0
34817,0
456,1
7508,0
46848,0
6461,0
64627,0
108403,0
84495,1
17895,0
17538,0
100017,1
54248,1
81550,0
35551,1
101610,0
90887,0
11208,0
69693,1
13417,0
105625,0
41786,0
39797,0
33698,0
36035,0
73948,0
71753,0
31175,0
63690,0
98885,0
61712,0
100711,0
74111,0
36339,0
72782,0
8574,0
21943,0
70054,0
91070,0
101675,0
103329,0
3458,0
13299,0
19772,1
16268,0
55615,0
87635,0
1534,0
796,0
106433,1
70410,0
67282,0
61481,0
59363,0
82415,0
102452,0
71826,0
4719,0
24272,0
15513,0
63988,0
65665,0
100507,1
72272,0
58863,1
5823,0
104906,0
40771,0
106095,1
49497,0
14063,0
36757,0
78606,0
59290,1
82932,0
64036,0
30136,1
83827,0
82624,1
14010,0
67105,0
73917,0
8411,0
499,0
105278,0
69423,1
87549,0
435,0
45857,0
7806,0
63544,0
27684,0
80618,0
60072,0
69672,1
101322,1
58341,0
85112,0
40035,0
49616,0
70133,0
67364,1
20690,0
48316,0
11964,0
42111,0
51805,0
2788,0
92915,0
41213,0
2528,1
62231,0
3626,0
83938,0
101107,1
16748,0
104077,1
38143,1
89526,1
87410,0
96216,0
59063,0
5268,0
87672,0
73313,0
58691,0
62869,0
92064,0
43159,0
35361,0
41678,1
18834,0
50504,0
89759,0
20661,0
17366,0
79042,0
108396,1
10210,0
58620,0
20819,0
44942,1
98003,1
43062,0
72984,0
67761,0
12364,1
106787,0
24606,1
67311,1
45266,0
38584,0
9235,0
72822,1
67283,0
89842,1
81035,0
30738,0
87868,0
95192,0
48120,0
79522,0
5084,1
54316,0
36110,0
51411,0
24273,0
2553,0
54505,0
48044,0
95115,1
47248,0
86301,1
74311,0
55366,0
71819,0
71643,0
481,0
47612,0
94242,0
87644,0
25945,0
14748,0
84148,0
93205,1
83683,0
67495,0
185,0
82545,0
13478,1
1462,0
78566,0
10973,0
68120,0
87251,0
1619,0
98867,1
25890,0
14357,0
109681,0
172,0
27719,0
58149,0
40343,0
109084,0
88489,0
56861,0
37798,0
85275,1
84361,0
63939,0
82066,1
72426,0
84863,0
39891,1
41890,0
38807,1
72521,0
15624,1
16904,0
99053,1
59216,1
73592,0
4656,1
83620,0
89762,0
48605,0
12071,0
65972,0
43667,0
104379,0
38378,0
